Age,Income,Knowledge,Risk,Goal,Portfolio
53,623338,Medium,Medium,Retirement,Moderate
65,380088,Low,High,Short-Term Gain,Moderate
39,777648,Medium,Medium,Wealth Growth,Moderate
32,1022606,Medium,Medium,Short-Term Gain,Moderate
58,596611,High,High,Wealth Growth,Aggressive
23,1451293,Medium,Medium,Wealth Growth,Moderate
41,619683,High,Low,Short-Term Gain,Moderate
70,615506,Low,Low,Short-Term Gain,Moderate
43,1439243,Medium,Medium,Short-Term Gain,Moderate
68,1233062,High,Medium,Short-Term Gain,Moderate
35,368719,Medium,Low,Wealth Growth,Moderate
68,473678,High,Medium,Wealth Growth,Aggressive
35,780712,Low,Low,Short-Term Gain,Moderate
57,1025362,High,Medium,Wealth Growth,Aggressive
35,636133,Medium,High,Retirement,Moderate
80,465302,Low,Medium,Short-Term Gain,Moderate
76,590290,Medium,Medium,Wealth Growth,Moderate
51,755785,Medium,Low,Retirement,Moderate
74,662276,Medium,Low,Retirement,Moderate
74,1342737,High,Medium,Short-Term Gain,Moderate
38,804223,Medium,Low,Retirement,Moderate
52,1367402,Low,High,Retirement,Moderate
63,427677,Low,Low,Wealth Growth,Moderate
50,1145174,High,Medium,Retirement,Moderate
21,1140055,High,High,Wealth Growth,Aggressive
29,1360207,Low,Medium,Retirement,Moderate
75,795636,High,Medium,Wealth Growth,Aggressive
43,698144,High,Low,Retirement,Moderate
63,931555,Medium,Medium,Wealth Growth,Moderate
71,1114815,High,High,Short-Term Gain,Moderate
72,676981,Low,High,Wealth Growth,Moderate
74,1166359,Medium,High,Wealth Growth,Moderate
69,1025739,High,Medium,Short-Term Gain,Moderate
31,1135479,Medium,Medium,Wealth Growth,Moderate
63,688371,Medium,Low,Retirement,Moderate
61,735438,High,Medium,Short-Term Gain,Moderate
54,528268,Low,Medium,Retirement,Moderate
25,1141230,Low,High,Wealth Growth,Moderate
79,551945,High,Low,Retirement,Moderate
24,894183,Medium,High,Short-Term Gain,Moderate
46,605924,Low,Medium,Short-Term Gain,Moderate
56,972785,Low,Medium,Wealth Growth,Moderate
74,1403611,High,Low,Wealth Growth,Moderate
79,1074353,High,High,Wealth Growth,Aggressive
55,412947,Medium,Medium,Wealth Growth,Moderate
43,468458,Medium,High,Short-Term Gain,Moderate
53,881242,Medium,High,Short-Term Gain,Moderate
44,711454,High,Low,Retirement,Moderate
43,633953,Low,Medium,Wealth Growth,Moderate
48,1337997,Medium,Medium,Short-Term Gain,Moderate
63,1256566,High,Medium,Short-Term Gain,Moderate
56,1077381,Medium,Low,Wealth Growth,Moderate
62,1316235,High,High,Retirement,Moderate
46,646602,High,High,Short-Term Gain,Moderate
71,1378415,Low,Medium,Retirement,Moderate
37,1238901,Medium,Medium,Short-Term Gain,Moderate
66,1046788,Medium,Low,Short-Term Gain,Moderate
31,1202751,Low,High,Wealth Growth,Moderate
27,1454023,Medium,High,Retirement,Moderate
30,533779,High,High,Retirement,Moderate
56,1191028,Medium,Low,Retirement,Moderate
49,1426481,High,Medium,Retirement,Moderate
69,884777,Low,Low,Retirement,Conservative
20,1411461,High,Medium,Wealth Growth,Aggressive
48,702211,High,Low,Short-Term Gain,Moderate
34,917643,Low,High,Short-Term Gain,Moderate
44,1256003,Medium,High,Wealth Growth,Moderate
38,656681,High,High,Short-Term Gain,Moderate
45,359019,Medium,High,Short-Term Gain,Moderate
27,442618,Medium,Low,Wealth Growth,Moderate
46,1222813,High,Medium,Wealth Growth,Aggressive
28,1150025,Low,Medium,Short-Term Gain,Moderate
55,532311,High,Low,Wealth Growth,Moderate
61,355086,High,Low,Wealth Growth,Moderate
44,882995,High,Medium,Retirement,Moderate
52,605437,Low,Medium,Short-Term Gain,Moderate
51,1103407,High,High,Short-Term Gain,Moderate
72,1099801,Low,Low,Short-Term Gain,Moderate
24,345527,Low,Medium,Retirement,Moderate
43,1082903,High,High,Short-Term Gain,Moderate
69,795123,Low,Medium,Wealth Growth,Moderate
67,1423687,Low,Medium,Short-Term Gain,Moderate
36,772233,High,Low,Retirement,Moderate
33,1232911,High,High,Short-Term Gain,Moderate
66,1460123,Medium,High,Wealth Growth,Moderate
40,1210752,Low,Low,Retirement,Conservative
60,822226,Medium,High,Wealth Growth,Moderate
73,398870,High,Low,Short-Term Gain,Moderate
77,470793,High,Low,Wealth Growth,Moderate
38,337814,High,Medium,Short-Term Gain,Moderate
68,1458550,Medium,Medium,Wealth Growth,Moderate
64,1287155,Medium,Low,Short-Term Gain,Moderate
51,1126227,Medium,Medium,Retirement,Moderate
38,1168496,Low,High,Wealth Growth,Moderate
78,726187,High,High,Retirement,Moderate
31,1075394,High,High,Short-Term Gain,Moderate
79,612997,Medium,Low,Wealth Growth,Moderate
47,646365,Low,High,Wealth Growth,Moderate
50,666406,High,High,Wealth Growth,Aggressive
33,913326,Medium,High,Retirement,Moderate
37,1083424,Low,High,Wealth Growth,Moderate
73,317056,Low,Low,Short-Term Gain,Moderate
59,1155285,Medium,Medium,Wealth Growth,Moderate
77,1000639,High,Low,Short-Term Gain,Moderate
25,434734,Medium,High,Short-Term Gain,Moderate
65,1204398,Low,Low,Retirement,Conservative
23,1093446,Low,Low,Wealth Growth,Moderate
49,981566,Medium,High,Retirement,Moderate
22,480750,Medium,Low,Wealth Growth,Moderate
77,936785,Low,High,Short-Term Gain,Moderate
53,634686,Low,Medium,Retirement,Moderate
43,1420226,Medium,Low,Wealth Growth,Moderate
50,1367244,Medium,Low,Short-Term Gain,Moderate
79,1321983,Low,Low,Retirement,Conservative
70,1013157,Medium,Low,Wealth Growth,Moderate
79,723298,Low,High,Wealth Growth,Moderate
78,910670,High,Low,Short-Term Gain,Moderate
52,1107624,Low,High,Wealth Growth,Moderate
33,1332863,Low,Medium,Retirement,Moderate
46,447309,Medium,Medium,Short-Term Gain,Moderate
73,911919,Low,High,Short-Term Gain,Moderate
21,696083,High,Medium,Retirement,Moderate
45,412749,Low,Medium,Retirement,Moderate
48,828974,Medium,Low,Retirement,Moderate
38,1055241,High,High,Retirement,Moderate
53,1196591,Medium,Low,Retirement,Moderate
30,653647,Medium,Low,Retirement,Moderate
76,380942,Low,High,Wealth Growth,Moderate
58,443163,High,Medium,Retirement,Moderate
24,1140860,Low,Medium,Retirement,Moderate
46,636971,Low,High,Short-Term Gain,Moderate
69,1232787,High,Medium,Wealth Growth,Aggressive
38,864137,High,High,Short-Term Gain,Moderate
43,428718,Medium,High,Wealth Growth,Moderate
42,905418,Medium,Medium,Short-Term Gain,Moderate
62,1192568,High,High,Retirement,Moderate
43,346209,High,Medium,Retirement,Moderate
51,1335943,High,Medium,Wealth Growth,Aggressive
35,1064956,Medium,Medium,Wealth Growth,Moderate
24,411577,High,Low,Retirement,Moderate
72,1226852,Low,High,Short-Term Gain,Moderate
23,1339793,High,High,Short-Term Gain,Moderate
66,439990,Medium,Medium,Wealth Growth,Moderate
28,317023,Low,Medium,Short-Term Gain,Moderate
22,1003628,Low,Medium,Wealth Growth,Moderate
74,561079,High,High,Short-Term Gain,Moderate
73,441711,High,Medium,Retirement,Moderate
45,607492,High,High,Short-Term Gain,Moderate
45,615167,Low,High,Wealth Growth,Moderate
35,1014042,High,Medium,Retirement,Moderate
69,1133704,Low,High,Short-Term Gain,Moderate
61,945167,Medium,High,Short-Term Gain,Moderate
36,890011,Low,Low,Wealth Growth,Moderate
49,1404316,Medium,High,Retirement,Moderate
21,627589,Medium,High,Short-Term Gain,Moderate
48,613178,Low,Low,Short-Term Gain,Moderate
65,1234602,High,Medium,Wealth Growth,Aggressive
57,900588,High,High,Wealth Growth,Aggressive
63,1452879,Low,Low,Wealth Growth,Moderate
39,364824,High,High,Retirement,Moderate
43,1065229,Low,Medium,Short-Term Gain,Moderate
48,488538,Low,Medium,Retirement,Moderate
34,684824,High,High,Short-Term Gain,Moderate
77,900903,Medium,Medium,Short-Term Gain,Moderate
76,322199,Low,High,Wealth Growth,Moderate
46,1188522,Medium,High,Short-Term Gain,Moderate
24,680619,Low,Medium,Retirement,Moderate
65,972396,Low,Medium,Retirement,Moderate
37,1039128,Medium,High,Wealth Growth,Moderate
43,712024,Medium,Medium,Retirement,Moderate
41,1292505,Medium,High,Retirement,Moderate
77,1452406,Low,High,Short-Term Gain,Moderate
63,1446285,Low,Medium,Wealth Growth,Moderate
20,405511,Low,Medium,Wealth Growth,Moderate
71,1336187,High,Low,Wealth Growth,Moderate
58,840653,Medium,Low,Wealth Growth,Moderate
20,919034,Medium,Low,Short-Term Gain,Moderate
38,825243,Low,Medium,Wealth Growth,Moderate
27,1264847,High,High,Retirement,Moderate
58,1106283,Medium,High,Retirement,Moderate
36,524067,Low,High,Short-Term Gain,Moderate
64,385811,High,High,Retirement,Moderate
51,1164163,Medium,Medium,Retirement,Moderate
25,1427754,Medium,High,Short-Term Gain,Moderate
68,1273139,High,Medium,Retirement,Moderate
57,1432202,Low,High,Short-Term Gain,Moderate
53,1237586,Low,Medium,Short-Term Gain,Moderate
53,1005806,High,High,Short-Term Gain,Moderate
75,1096341,Low,Medium,Wealth Growth,Moderate
54,590418,Low,Medium,Short-Term Gain,Moderate
46,582144,Medium,High,Wealth Growth,Moderate
24,610382,High,Low,Retirement,Moderate
74,563959,Low,Low,Wealth Growth,Moderate
26,379456,Medium,Low,Retirement,Moderate
21,1252803,Medium,High,Wealth Growth,Moderate
23,751035,High,High,Wealth Growth,Aggressive
67,1377366,High,Medium,Retirement,Moderate
72,921875,High,Medium,Short-Term Gain,Moderate
44,1333837,High,Medium,Retirement,Moderate
34,1037732,Medium,Medium,Short-Term Gain,Moderate
33,1202567,Medium,High,Wealth Growth,Moderate
62,907578,High,Low,Short-Term Gain,Moderate
40,902907,Medium,Medium,Wealth Growth,Moderate
57,1236435,Medium,Medium,Wealth Growth,Moderate
25,1258987,High,Medium,Wealth Growth,Aggressive
69,421107,Medium,Low,Retirement,Moderate
44,469328,Medium,Low,Short-Term Gain,Moderate
22,1429498,High,High,Short-Term Gain,Moderate
62,898915,Medium,Medium,Wealth Growth,Moderate
62,1208122,Medium,Medium,Wealth Growth,Moderate
52,416590,High,Medium,Wealth Growth,Aggressive
34,791547,High,Low,Wealth Growth,Moderate
53,444798,High,Low,Wealth Growth,Moderate
67,1478079,High,Medium,Short-Term Gain,Moderate
55,1390048,High,High,Retirement,Moderate
65,866163,Low,Medium,Retirement,Moderate
59,898378,Low,High,Wealth Growth,Moderate
71,508958,High,Medium,Short-Term Gain,Moderate
76,1282240,Medium,Low,Wealth Growth,Moderate
60,536510,High,High,Retirement,Moderate
29,564035,Medium,High,Retirement,Moderate
46,762800,Medium,High,Wealth Growth,Moderate
27,1470143,Medium,High,Short-Term Gain,Moderate
65,489431,Low,Medium,Short-Term Gain,Moderate
50,803877,High,Medium,Short-Term Gain,Moderate
77,1487133,Medium,Low,Wealth Growth,Moderate
66,1315577,Low,Medium,Retirement,Moderate
27,406399,High,Medium,Wealth Growth,Aggressive
68,1075822,High,Medium,Short-Term Gain,Moderate
60,1252120,Low,Low,Wealth Growth,Moderate
20,390308,Medium,Low,Wealth Growth,Moderate
26,1033838,Low,Low,Wealth Growth,Moderate
41,1007730,High,Medium,Short-Term Gain,Moderate
62,1273768,Medium,Medium,Wealth Growth,Moderate
57,807722,Medium,Low,Short-Term Gain,Moderate
57,691974,Medium,High,Retirement,Moderate
58,974944,Low,Medium,Wealth Growth,Moderate
31,333393,High,Low,Short-Term Gain,Moderate
42,349392,Medium,Medium,Wealth Growth,Moderate
58,726576,Medium,Low,Short-Term Gain,Moderate
48,989256,Low,Low,Short-Term Gain,Moderate
70,594911,Low,High,Wealth Growth,Moderate
68,881629,Low,Low,Wealth Growth,Moderate
30,413632,High,High,Retirement,Moderate
60,1059762,Low,Medium,Short-Term Gain,Moderate
26,1404822,Low,Low,Retirement,Conservative
64,1165653,Medium,Medium,Wealth Growth,Moderate
80,711813,Low,High,Short-Term Gain,Moderate
64,665800,Medium,High,Short-Term Gain,Moderate
74,836504,High,Low,Wealth Growth,Moderate
38,804939,High,Low,Short-Term Gain,Moderate
29,1134433,Medium,High,Wealth Growth,Moderate
27,422036,High,Low,Short-Term Gain,Moderate
65,1403576,Medium,Medium,Retirement,Moderate
39,790955,High,Medium,Retirement,Moderate
66,961842,Medium,High,Wealth Growth,Moderate
49,1017880,High,Low,Wealth Growth,Moderate
58,957481,Medium,Low,Short-Term Gain,Moderate
69,553279,Medium,High,Short-Term Gain,Moderate
23,737480,High,Medium,Retirement,Moderate
44,1443635,Medium,High,Retirement,Moderate
59,846071,Medium,Low,Retirement,Moderate
77,1153309,Low,Medium,Wealth Growth,Moderate
31,1147884,High,Low,Wealth Growth,Moderate
46,1189639,Low,High,Wealth Growth,Moderate
52,937967,Medium,High,Wealth Growth,Moderate
65,1228905,High,Medium,Short-Term Gain,Moderate
46,312612,Medium,Medium,Retirement,Moderate
27,485279,Medium,Low,Short-Term Gain,Moderate
38,1339899,Medium,Medium,Short-Term Gain,Moderate
61,451708,High,Low,Retirement,Moderate
45,969067,High,Low,Wealth Growth,Moderate
35,550511,Low,Low,Retirement,Conservative
52,399091,Low,High,Wealth Growth,Moderate
21,547548,Low,High,Wealth Growth,Moderate
68,445616,High,Medium,Short-Term Gain,Moderate
28,773261,High,Low,Short-Term Gain,Moderate
79,427037,High,Low,Short-Term Gain,Moderate
28,973070,Low,Medium,Wealth Growth,Moderate
63,1329782,Medium,High,Short-Term Gain,Moderate
33,754438,High,Low,Retirement,Moderate
58,734905,Medium,Medium,Wealth Growth,Moderate
69,724306,High,Medium,Short-Term Gain,Moderate
41,692675,Medium,Medium,Wealth Growth,Moderate
72,1073661,High,High,Wealth Growth,Aggressive
51,427728,Low,Low,Short-Term Gain,Moderate
29,616483,High,Low,Wealth Growth,Moderate
28,371694,Low,High,Wealth Growth,Moderate
79,756231,Low,Low,Retirement,Conservative
42,933130,High,Medium,Retirement,Moderate
49,1025284,High,Medium,Short-Term Gain,Moderate
54,306808,High,Medium,Wealth Growth,Aggressive
47,939828,Low,High,Wealth Growth,Moderate
50,312066,Medium,High,Wealth Growth,Moderate
76,527090,Low,High,Retirement,Moderate
55,1357229,Low,Medium,Short-Term Gain,Moderate
65,701972,Medium,Medium,Wealth Growth,Moderate
29,1285795,Medium,High,Short-Term Gain,Moderate
46,549829,Low,Low,Retirement,Conservative
62,1490840,Medium,Low,Short-Term Gain,Moderate
46,882494,Low,High,Wealth Growth,Moderate
26,388647,High,Medium,Retirement,Moderate
53,1133638,High,Medium,Short-Term Gain,Moderate
35,653073,High,Low,Retirement,Moderate
66,531287,Low,High,Short-Term Gain,Moderate
26,439794,Low,High,Retirement,Moderate
73,921763,Medium,High,Wealth Growth,Moderate
72,669301,High,Low,Retirement,Moderate
52,975777,High,High,Wealth Growth,Aggressive
33,521319,Medium,High,Retirement,Moderate
24,935593,Medium,Medium,Wealth Growth,Moderate
43,644505,Low,High,Wealth Growth,Moderate
23,1272421,Medium,Low,Short-Term Gain,Moderate
33,1142025,High,Low,Wealth Growth,Moderate
28,564747,High,High,Retirement,Moderate
41,1485415,Low,Low,Wealth Growth,Moderate
45,836353,Medium,Medium,Wealth Growth,Moderate
59,857306,Low,Medium,Retirement,Moderate
77,330883,Low,Medium,Retirement,Moderate
79,848567,High,Low,Short-Term Gain,Moderate
38,321949,Medium,Low,Short-Term Gain,Moderate
35,1218612,Low,Low,Wealth Growth,Moderate
79,471395,Low,High,Short-Term Gain,Moderate
75,1432961,Medium,Medium,Short-Term Gain,Moderate
64,565878,Medium,Low,Wealth Growth,Moderate
56,1088622,High,High,Wealth Growth,Aggressive
58,1441995,High,Medium,Short-Term Gain,Moderate
51,539465,Low,Medium,Retirement,Moderate
69,838472,Medium,Low,Short-Term Gain,Moderate
75,573105,Low,Medium,Wealth Growth,Moderate
40,876319,Low,Medium,Short-Term Gain,Moderate
60,1381806,Low,Medium,Wealth Growth,Moderate
54,617629,Low,Low,Wealth Growth,Moderate
74,997794,High,Medium,Short-Term Gain,Moderate
47,522629,Medium,Low,Wealth Growth,Moderate
61,425850,Medium,Low,Retirement,Moderate
27,1276090,High,High,Short-Term Gain,Moderate
76,1384807,High,Low,Short-Term Gain,Moderate
58,1343185,High,High,Short-Term Gain,Moderate
62,330782,Low,Medium,Short-Term Gain,Moderate
39,538207,Medium,Low,Wealth Growth,Moderate
53,1268764,Low,Low,Short-Term Gain,Moderate
48,317555,Low,Medium,Retirement,Moderate
65,1322509,High,Medium,Short-Term Gain,Moderate
30,333383,High,Low,Wealth Growth,Moderate
61,1141341,Medium,Low,Retirement,Moderate
44,691758,Medium,High,Wealth Growth,Moderate
42,366020,High,High,Retirement,Moderate
64,356463,Low,High,Wealth Growth,Moderate
70,1184173,Medium,Medium,Wealth Growth,Moderate
54,717423,High,Low,Wealth Growth,Moderate
27,514357,High,Medium,Short-Term Gain,Moderate
34,762605,Low,High,Retirement,Moderate
41,811164,Medium,High,Short-Term Gain,Moderate
59,1279355,High,Low,Wealth Growth,Moderate
32,1301477,Low,Medium,Wealth Growth,Moderate
67,1191684,High,High,Wealth Growth,Aggressive
68,664864,High,High,Wealth Growth,Aggressive
34,1305634,Low,Medium,Short-Term Gain,Moderate
68,509493,High,Medium,Wealth Growth,Aggressive
34,434891,High,Medium,Wealth Growth,Aggressive
56,520071,Low,Low,Wealth Growth,Moderate
60,1340202,High,Medium,Short-Term Gain,Moderate
58,817858,High,High,Wealth Growth,Aggressive
45,599916,Medium,Medium,Short-Term Gain,Moderate
48,1444738,Low,High,Wealth Growth,Moderate
52,837280,Low,High,Wealth Growth,Moderate
75,1450932,Medium,High,Short-Term Gain,Moderate
29,894930,Medium,Low,Short-Term Gain,Moderate
37,887822,Low,Medium,Wealth Growth,Moderate
62,847908,Medium,Low,Short-Term Gain,Moderate
31,1382596,Medium,Medium,Wealth Growth,Moderate
74,900680,Low,Low,Retirement,Conservative
65,1262025,High,Medium,Retirement,Moderate
66,589469,Low,Medium,Wealth Growth,Moderate
76,329785,Medium,Low,Retirement,Moderate
41,1462091,Low,Low,Retirement,Conservative
63,1435266,Medium,Medium,Wealth Growth,Moderate
40,375241,Medium,Low,Wealth Growth,Moderate
66,1275143,Medium,High,Short-Term Gain,Moderate
45,386829,High,High,Retirement,Moderate
55,1492150,High,Low,Short-Term Gain,Moderate
20,1422319,Medium,High,Short-Term Gain,Moderate
58,1299930,Medium,Low,Short-Term Gain,Moderate
34,1056316,Low,Medium,Retirement,Moderate
45,500672,High,High,Wealth Growth,Aggressive
47,776064,Medium,High,Wealth Growth,Moderate
33,416053,Low,Medium,Wealth Growth,Moderate
76,431548,Medium,High,Wealth Growth,Moderate
61,975901,Low,High,Retirement,Moderate
32,489071,Low,Low,Short-Term Gain,Moderate
64,1149424,Low,High,Retirement,Moderate
59,932273,High,Low,Retirement,Moderate
39,890586,High,Medium,Wealth Growth,Aggressive
74,936712,Low,High,Wealth Growth,Moderate
48,366570,Low,Medium,Retirement,Moderate
27,1107087,High,High,Short-Term Gain,Moderate
20,521626,High,Low,Retirement,Moderate
41,1113789,Medium,High,Retirement,Moderate
80,1056178,Medium,High,Short-Term Gain,Moderate
58,696444,Medium,Low,Retirement,Moderate
41,809654,Low,Low,Retirement,Conservative
23,1328416,Low,Medium,Wealth Growth,Moderate
35,795553,Low,Low,Retirement,Conservative
32,436834,Low,Low,Retirement,Conservative
53,1403973,Low,High,Retirement,Moderate
73,838516,Medium,Low,Short-Term Gain,Moderate
74,893969,Low,Medium,Short-Term Gain,Moderate
27,658561,High,Medium,Short-Term Gain,Moderate
27,636067,High,Medium,Short-Term Gain,Moderate
36,1352596,High,Low,Retirement,Moderate
25,1275455,High,High,Retirement,Moderate
77,1260370,Low,Medium,Short-Term Gain,Moderate
25,863928,Low,High,Retirement,Moderate
69,997332,Low,High,Short-Term Gain,Moderate
68,1081182,High,Medium,Wealth Growth,Aggressive
52,613961,Medium,Medium,Retirement,Moderate
52,1160778,Medium,High,Retirement,Moderate
74,1281372,Medium,High,Short-Term Gain,Moderate
54,649804,High,Low,Short-Term Gain,Moderate
47,1028897,Medium,Medium,Wealth Growth,Moderate
54,511715,Low,High,Wealth Growth,Moderate
38,701814,High,High,Retirement,Moderate
23,453448,High,Low,Retirement,Moderate
77,1078326,High,Low,Short-Term Gain,Moderate
33,1350857,Medium,Low,Short-Term Gain,Moderate
58,650798,Medium,High,Wealth Growth,Moderate
40,539404,Low,Medium,Wealth Growth,Moderate
35,1442169,Low,High,Retirement,Moderate
70,437408,High,Medium,Wealth Growth,Aggressive
63,1485377,Medium,Low,Wealth Growth,Moderate
44,1006866,High,Low,Short-Term Gain,Moderate
51,751338,High,Low,Short-Term Gain,Moderate
52,409521,High,Medium,Short-Term Gain,Moderate
26,1476311,High,Medium,Wealth Growth,Aggressive
50,908371,Medium,Low,Wealth Growth,Moderate
49,1247563,Medium,Low,Wealth Growth,Moderate
43,1499080,Low,Low,Retirement,Conservative
50,905203,Low,Medium,Retirement,Moderate
27,1218836,Medium,Medium,Retirement,Moderate
28,411141,Medium,Low,Short-Term Gain,Moderate
46,1081388,Medium,Low,Wealth Growth,Moderate
22,928471,Medium,High,Retirement,Moderate
33,1042848,Low,High,Short-Term Gain,Moderate
28,915209,High,Low,Retirement,Moderate
28,649624,Low,Low,Wealth Growth,Moderate
72,765009,High,High,Short-Term Gain,Moderate
21,1294012,High,Medium,Short-Term Gain,Moderate
66,908859,Medium,High,Short-Term Gain,Moderate
68,792839,Low,Medium,Retirement,Moderate
24,1045516,High,High,Retirement,Moderate
53,344078,Low,Medium,Wealth Growth,Moderate
62,1198653,High,Medium,Short-Term Gain,Moderate
62,459024,Medium,Medium,Wealth Growth,Moderate
40,1446379,High,Medium,Retirement,Moderate
37,714705,High,Medium,Short-Term Gain,Moderate
20,852313,High,Medium,Wealth Growth,Aggressive
36,1485185,High,Low,Retirement,Moderate
52,1189363,Low,Medium,Retirement,Moderate
67,706286,Low,Low,Short-Term Gain,Moderate
66,732317,Low,Low,Wealth Growth,Moderate
72,981882,Low,Medium,Retirement,Moderate
34,328913,Medium,Low,Wealth Growth,Moderate
66,596250,High,Medium,Retirement,Moderate
62,1283213,Low,Low,Retirement,Conservative
40,1496074,High,High,Wealth Growth,Aggressive
62,1170999,Medium,Low,Wealth Growth,Moderate
20,1177980,Medium,Low,Retirement,Moderate
73,429638,Medium,Low,Retirement,Moderate
28,786292,High,Medium,Wealth Growth,Aggressive
71,983389,High,Low,Wealth Growth,Moderate
43,407741,Low,Low,Short-Term Gain,Moderate
42,1246693,Low,Medium,Retirement,Moderate
55,1236909,Medium,Low,Retirement,Moderate
74,1074183,Low,Medium,Retirement,Moderate
56,584242,Low,High,Short-Term Gain,Moderate
50,1286561,High,Medium,Wealth Growth,Aggressive
48,443001,High,Low,Retirement,Moderate
53,1148570,Medium,Medium,Wealth Growth,Moderate
42,716269,High,Low,Short-Term Gain,Moderate
66,881537,Medium,Medium,Short-Term Gain,Moderate
41,1190125,Low,Medium,Short-Term Gain,Moderate
45,1312594,Medium,Medium,Short-Term Gain,Moderate
55,1419605,Medium,Medium,Short-Term Gain,Moderate
30,362920,High,Low,Wealth Growth,Moderate
80,729728,High,Low,Wealth Growth,Moderate
45,384274,High,High,Wealth Growth,Aggressive
32,489648,Low,Low,Retirement,Conservative
76,647040,Medium,High,Wealth Growth,Moderate
38,399529,High,Low,Short-Term Gain,Moderate
52,866384,Medium,Medium,Retirement,Moderate
28,1313316,Medium,High,Retirement,Moderate
26,460050,Low,High,Wealth Growth,Moderate
77,310806,Low,High,Short-Term Gain,Moderate
69,1306861,Medium,Medium,Wealth Growth,Moderate
38,608138,Medium,Medium,Retirement,Moderate
23,1450229,Medium,High,Retirement,Moderate
43,983949,Medium,Low,Wealth Growth,Moderate
78,1152284,Low,Medium,Retirement,Moderate
24,904796,Low,High,Retirement,Moderate
57,341554,Medium,Low,Retirement,Moderate
67,819751,Medium,Medium,Short-Term Gain,Moderate
55,866457,Medium,Medium,Retirement,Moderate
75,1003789,Low,Medium,Retirement,Moderate
37,641293,High,High,Short-Term Gain,Moderate
65,1293576,Low,High,Retirement,Moderate
56,1089529,High,Medium,Wealth Growth,Aggressive
63,939726,High,High,Retirement,Moderate
41,1174527,High,Medium,Wealth Growth,Aggressive
31,1334917,Medium,Medium,Wealth Growth,Moderate
69,379076,Low,High,Retirement,Moderate
24,394092,Medium,Medium,Wealth Growth,Moderate
76,1382803,Medium,High,Retirement,Moderate
50,1194024,Medium,Low,Wealth Growth,Moderate
39,943295,High,Medium,Wealth Growth,Aggressive
46,1105425,Low,Low,Retirement,Conservative
29,635704,High,Medium,Short-Term Gain,Moderate
26,680498,High,High,Retirement,Moderate
64,1318425,Medium,Low,Wealth Growth,Moderate
24,1374243,Medium,High,Wealth Growth,Moderate
50,434090,Medium,High,Short-Term Gain,Moderate
72,1390455,High,High,Wealth Growth,Aggressive
25,804422,High,High,Wealth Growth,Aggressive
37,1249517,High,High,Short-Term Gain,Moderate
22,1451766,High,Low,Wealth Growth,Moderate
35,774835,Medium,Medium,Short-Term Gain,Moderate
34,907615,High,High,Retirement,Moderate
42,1085533,Low,Low,Retirement,Conservative
43,1470802,High,Medium,Retirement,Moderate
63,1060318,Medium,Low,Retirement,Moderate
76,609185,Low,Low,Short-Term Gain,Moderate
53,672835,Low,High,Retirement,Moderate
61,399381,Medium,Medium,Wealth Growth,Moderate
26,1229713,High,Low,Wealth Growth,Moderate
31,1353501,Low,Medium,Wealth Growth,Moderate
33,444166,Low,High,Retirement,Moderate
66,337646,Low,Medium,Short-Term Gain,Moderate
66,480145,Medium,High,Retirement,Moderate
26,670378,Medium,Medium,Wealth Growth,Moderate
43,1438625,Low,Medium,Retirement,Moderate
28,982720,Low,Medium,Wealth Growth,Moderate
51,578914,Medium,High,Retirement,Moderate
24,580107,Medium,Low,Short-Term Gain,Moderate
75,1257343,Low,Low,Wealth Growth,Moderate
38,704014,High,Medium,Retirement,Moderate
31,1082213,High,High,Retirement,Moderate
33,718408,Low,High,Retirement,Moderate
46,964578,High,High,Retirement,Moderate
53,1161669,High,High,Retirement,Moderate
64,1408877,Low,High,Wealth Growth,Moderate
50,681567,Low,High,Wealth Growth,Moderate
41,666101,Low,Medium,Short-Term Gain,Moderate
49,1399218,Medium,Medium,Short-Term Gain,Moderate
69,908802,Low,Low,Retirement,Conservative
26,565162,Low,High,Retirement,Moderate
65,408349,Medium,Low,Retirement,Moderate
60,1413057,Medium,High,Wealth Growth,Moderate
26,668236,Medium,High,Retirement,Moderate
25,1395022,Low,Medium,Wealth Growth,Moderate
45,1318318,Low,Low,Wealth Growth,Moderate
53,327821,Medium,Medium,Retirement,Moderate
34,789519,High,High,Short-Term Gain,Moderate
71,435687,Low,Low,Short-Term Gain,Moderate
69,419337,Low,High,Wealth Growth,Moderate
38,328862,Medium,High,Short-Term Gain,Moderate
61,1075899,Low,Medium,Short-Term Gain,Moderate
67,423265,High,High,Wealth Growth,Aggressive
76,383959,Medium,High,Wealth Growth,Moderate
56,707330,High,Medium,Short-Term Gain,Moderate
80,716007,High,Medium,Short-Term Gain,Moderate
41,881492,Low,Low,Wealth Growth,Moderate
77,1139878,High,Medium,Retirement,Moderate
33,645103,Medium,Medium,Retirement,Moderate
61,690207,Medium,High,Retirement,Moderate
77,1136382,High,Low,Retirement,Moderate
74,722988,Medium,Low,Wealth Growth,Moderate
24,1043052,Low,High,Wealth Growth,Moderate
31,934560,Low,Medium,Wealth Growth,Moderate
54,629159,Medium,Medium,Short-Term Gain,Moderate
65,1280791,High,Medium,Retirement,Moderate
60,431065,High,Medium,Short-Term Gain,Moderate
32,1080703,Medium,Low,Retirement,Moderate
61,986082,Medium,Low,Retirement,Moderate
60,1009696,Medium,High,Retirement,Moderate
66,679673,Low,Low,Wealth Growth,Moderate
